,Код,Наименование,Рекомендованная цена
3046,UP2-RTL15CG-1CERP2,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, МЕГАМАРКЕТ для «1С:ERP Управление предприятием 2», для работы с маркированным товаром: АЛКОГОЛЬ, ПИВО, ТАБАК, МОЛОКО, ВОДА, ОДЕЖДА, ОБУВЬ, ДУХИ, ШИНЫ, АНТИСЕПТИКИ, БАД и товаром по штрихкодам",14125
3047,UP2-RTL15CG-1CKA2,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, МЕГАМАРКЕТ для «1С:Комплексная автоматизация 2», для работы с маркированным товаром: АЛКОГОЛЬ, ПИВО, ТАБАК, МОЛОКО, ВОДА, ОДЕЖДА, ОБУВЬ, ДУХИ, ШИНЫ, АНТИСЕПТИКИ, БАД и товаром по штрихкодам",14125
3048,UP2-RTL15CG-1CRZ3,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, МЕГАМАРКЕТ для «1С:Розница 3», для работы с маркированным товаром: АЛКОГОЛЬ, ПИВО, ТАБАК, МОЛОКО, ВОДА, ОДЕЖДА, ОБУВЬ, ДУХИ, ШИНЫ, АНТИСЕПТИКИ, БАД и товаром по штрихкодам",14125
3049,UP2-RTL15BG-1CRZ23,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, РАС. для «1С: Розница 2.3.3»",10475
3050,UP2-RTL15BG-1CUNF16,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, РАС. для «1С: УНФ 1.6.19»",10475
3051,UP2-RTL15BG-1CUPP13,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, РАС. для «1С: УПП 1.3.134» (Обычные формы)",10475
3052,UP2-RTL15BG-1CUT103,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, РАС. для «1С: Управление торговлей 10.3.59»",10475
3053,UP2-RTL15BG-MSSQL,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, РАС. для баз данных на Microsoft SQL Server",11475
3054,UP2-RTL15BG-OLE,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, РАС. для интегр. через OLE/COM",11475
3055,UP2-RTL15BG-REST,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, РАС. для интегр. через REST API",11475
3056,UP2-RTL15BG-TXT,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, РАС. для интегр. через TXT, CSV, Excel",10475
3057,UP2-RTL15BG-1C77,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, РАС. для конф. на базе «1С:Предприятия 7.7»",11475
3058,UP2-RTL15BG-1CUNF3,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, РАСШИРЕННЫЙ для «1С: Управление нашей фирмой 3», для работы с маркированным товаром: АЛКОГОЛЬ, ПИВО, ТАБАК, МОЛОКО, ВОДА, ОДЕЖДА, ОБУВЬ, ДУХИ, ШИНЫ, АНТИСЕПТИКИ, БАД и товаром по штрихкодам",10475
3059,UP2-RTL15BG-1CUT11,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, РАСШИРЕННЫЙ для «1С: Управление торговлей 11», для работы с маркированным товаром: АЛКОГОЛЬ, ПИВО, ТАБАК, МОЛОКО, ВОДА, ОДЕЖДА, ОБУВЬ, ДУХИ, ШИНЫ, АНТИСЕПТИКИ, БАД и товаром по штрихкодам",10475
3060,UP2-RTL15BG-1CERP2,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, РАСШИРЕННЫЙ для «1С:ERP Управление предприятием 2», для работы с маркированным товаром: АЛКОГОЛЬ, ПИВО, ТАБАК, МОЛОКО, ВОДА, ОДЕЖДА, ОБУВЬ, ДУХИ, ШИНЫ, АНТИСЕПТИКИ, БАД и товаром по штрихкодам",10475
3061,UP2-RTL15BG-1CKA2,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, РАСШИРЕННЫЙ для «1С:Комплексная автоматизация 2», для работы с маркированным товаром: АЛКОГОЛЬ, ПИВО, ТАБАК, МОЛОКО, ВОДА, ОДЕЖДА, ОБУВЬ, ДУХИ, ШИНЫ, АНТИСЕПТИКИ, БАД и товаром по штрихкодам",10475
3062,UP2-RTL15BG-1CRZ3,"Переход на Mobile SMARTS: Магазин 15 ПРОДУКТОВЫЙ, РАСШИРЕННЫЙ для «1С:Розница 3», для работы с маркированным товаром: АЛКОГОЛЬ, ПИВО, ТАБАК, МОЛОКО, ВОДА, ОДЕЖДА, ОБУВЬ, ДУХИ, ШИНЫ, АНТИСЕПТИКИ, БАД и товаром по штрихкодам",10475
3063,UP2-RTL15CEV-1CKA11,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС (без CheckMark2), МЕГ. для «1С: КА 1.1»",12925
3064,UP2-RTL15CEV-1CRZ22,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС (без CheckMark2), МЕГ. для «1С: Розница 2.2»",11925
3065,UP2-RTL15CEV-1CRZ23,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС (без CheckMark2), МЕГ. для «1С: Розница 2.3»",11925
3066,UP2-RTL15CEV-1CUNF16,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС (без CheckMark2), МЕГ. для «1С: УНФ 1.6»",11925
3067,UP2-RTL15CEV-1CUPP13,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС (без CheckMark2), МЕГ. для «1С: УПП 1.3» (Обычные формы)",12925
3068,UP2-RTL15CEV-1CUT103,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС (без CheckMark2), МЕГ. для «1С: Управление торговлей 10.3»",11925
3069,UP2-RTL15CEV-MSSQL,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС (без CheckMark2), МЕГ. для БД на Microsoft SQL Server",12925
3070,UP2-RTL15CEV-OLE,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС (без CheckMark2), МЕГ. для интегр. через OLE/COM",12925
3071,UP2-RTL15CEV-REST,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС (без CheckMark2), МЕГ. для интегр. через REST API",12925
3072,UP2-RTL15CEV-TXT,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС (без CheckMark2), МЕГ. для интегр. через TXT, CSV, Excel",11925
3073,UP2-RTL15CEV-1C77,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС (без CheckMark2), МЕГ. для конф. на базе «1С:Предприятия 7.7»",12925
3074,UP2-RTL15BEM-MSSQL,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС + МОБ. КАССИР, РАС. для БД на Microsoft SQL Server",11616
3075,UP2-RTL15AE-1COPK30,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, БАЗ. для «1С: Общепит КОРП»",5500
3076,UP2-RTL15AE-1COP30,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, БАЗ. для «1С: Общепит»",5500
3077,UP2-RTL15AE-MSSQL,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, БАЗ. для баз данных на Microsoft SQL Server",6500
3078,UP2-RTL15AE-1CUNF3,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, БАЗОВЫЙ для «1С: Управление нашей фирмой 3», для работы с маркированным товаром: алкоголь ЕГАИС и товары по штрихкодам",5500
3079,UP2-RTL15AE-1CUT11,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, БАЗОВЫЙ для «1С: Управление торговлей 11», для самостоятельной разработки и интеграции обмена с учетной системой, для работы с маркированным товаром: алкоголь ЕГАИС и товары по штрихкодам",6500
3080,UP2-RTL15AE-1CERP2,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, БАЗОВЫЙ для «1С:ERP Управление предприятием 2», для работы с маркированным товаром: алкоголь ЕГАИС и товары по штрихкодам",5500
3081,UP2-RTL15AE-1CKA2,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, БАЗОВЫЙ для «1С:Комплексная автоматизация 2», для работы с маркированным товаром: алкоголь ЕГАИС и товары по штрихкодам",5500
3082,UP2-RTL15AE-1CRZ3,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, БАЗОВЫЙ для «1С:Розница 3», для работы с маркированным товаром: алкоголь ЕГАИС и товары по штрихкодам",5500
3083,UP2-RTL15CEV-1CUNF3,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, МЕГАМАРКЕТ для «1С: Управление нашей фирмой 3», для работы с маркированным товаром: алкоголь ЕГАИС и товары по штрихкодам",11925
3084,UP2-RTL15CEV-1CUT11,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, МЕГАМАРКЕТ для «1С: Управление торговлей 11», для самостоятельной разработки и интеграции обмена с учетной системой, для работы с маркированным товаром: алкоголь ЕГАИС и товары по штрихкодам",12925
3085,UP2-RTL15CEV-1CERP2,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, МЕГАМАРКЕТ для «1С:ERP Управление предприятием 2», для работы с маркированным товаром: алкоголь ЕГАИС и товары по штрихкодам",11925
3086,UP2-RTL15CEV-1CKA2,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, МЕГАМАРКЕТ для «1С:Комплексная автоматизация 2», для работы с маркированным товаром: алкоголь ЕГАИС и товары по штрихкодам",11925
3087,UP2-RTL15CEV-1CRZ3,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, МЕГАМАРКЕТ для «1С:Розница 3», для работы с маркированным товаром: алкоголь ЕГАИС и товары по штрихкодам",11925
3088,UP2-RTL15BE-MSSQL,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, РАС. для баз данных на Microsoft SQL Server",9725
3089,UP2-RTL15BE-1CUNF3,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, РАСШИРЕННЫЙ для «1С: Управление нашей фирмой 3», для работы с маркированным товаром: алкоголь ЕГАИС и товары по штрихкодам",8725
3090,UP2-RTL15BE-1CUT11,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, РАСШИРЕННЫЙ для «1С: Управление торговлей 11», для самостоятельной разработки и интеграции обмена с учетной системой, для работы с маркированным товаром: алкоголь ЕГАИС и товары по штрихкодам",9725
3091,UP2-RTL15BE-1CERP2,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, РАСШИРЕННЫЙ для «1С:ERP Управление предприятием 2», для работы с маркированным товаром: алкоголь ЕГАИС и товары по штрихкодам",8725
3092,UP2-RTL15BE-1CKA2,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, РАСШИРЕННЫЙ для «1С:Комплексная автоматизация 2», для работы с маркированным товаром: алкоголь ЕГАИС и товары по штрихкодам",8725
3093,UP2-RTL15BE-1CRZ3,"Переход на Mobile SMARTS: Магазин 15 с ЕГАИС, РАСШИРЕННЫЙ для «1С:Розница 3», для работы с маркированным товаром: алкоголь ЕГАИС и товары по штрихкодам",8725
3094,UP2-RTL15AK-1CUT103,"Переход на Mobile SMARTS: Магазин 15 с КИРОВКОЙ, БАЗ. для «1С: Управление торговлей 10.3.59»",6075
3095,UP2-RTL15AK-MSSQL,"Переход на Mobile SMARTS: Магазин 15 с КИРОВКОЙ, БАЗ. для баз данных на Microsoft SQL Server",7075
3096,UP2-RTL15CK-1CRZ23,"Переход на Mobile SMARTS: Магазин 15 с КИРОВКОЙ, МЕГ. для «1С: Розница 2.3.3»",13175
3097,UP2-RTL15CK-1CUNF16,"Переход на Mobile SMARTS: Магазин 15 с КИРОВКОЙ, МЕГ. для «1С: УНФ 1.6.19»",13175
3098,UP2-RTL15CK-1CUPP13,"Переход на Mobile SMARTS: Магазин 15 с КИРОВКОЙ, МЕГ. для «1С: УПП 1.3.134» (Обычные формы)",13175
3099,UP2-RTL15CK-1CUT103,"Переход на Mobile SMARTS: Магазин 15 с КИРОВКОЙ, МЕГ. для «1С: Управление торговлей 10.3.59»",13175
3100,UP2-RTL15CK-MSSQL,"Переход на Mobile SMARTS: Магазин 15 с КИРОВКОЙ, МЕГ. для баз данных на Microsoft SQL Server",14175
3101,UP2-RTL15CK-OLE,"Переход на Mobile SMARTS: Магазин 15 с КИРОВКОЙ, МЕГ. для интегр. через OLE/COM",14175
3102,UP2-RTL15CK-REST,"Переход на Mobile SMARTS: Магазин 15 с КИРОВКОЙ, МЕГ. для интегр. через REST API",14175
3103,UP2-RTL15CK-TXT,"Переход на Mobile SMARTS: Магазин 15 с КИРОВКОЙ, МЕГ. для интегр. через TXT, CSV, Excel",13175
3104,UP2-RTL15CK-1C77,"Переход на Mobile SMARTS: Магазин 15 с КИРОВКОЙ, МЕГ. для конф. на базе «1С:Предприятия 7.7»",14175
3105,UP2-RTL15BK-1CUT103,"Переход на Mobile SMARTS: Магазин 15 с КИРОВКОЙ, РАС. для «1С: Управление торговлей 10.3.59»",9275
3106,UP2-RTL15BK-MSSQL,"Переход на Mobile SMARTS: Магазин 15 с КИРОВКОЙ, РАС. для баз данных на Microsoft SQL Server",10275
3107,UP2-RTL15AL-MSSQL,"Переход на Mobile SMARTS: Магазин 15 с МДЛП, БАЗ. для баз данных на Microsoft SQL Server",5325
3108,UP2-RTL15AL-OLE,"Переход на Mobile SMARTS: Магазин 15 с МДЛП, БАЗ. для интегр. через OLE/COM",5325
3109,UP2-RTL15AL-REST,"Переход на Mobile SMARTS: Магазин 15 с МДЛП, БАЗ. для интегр. через REST API",5325
3110,UP2-RTL15AL-TXT,"Переход на Mobile SMARTS: Магазин 15 с МДЛП, БАЗ. для интегр. через TXT, CSV, Excel",4325
3111,UP2-RTL15AL-1C77,"Переход на Mobile SMARTS: Магазин 15 с МДЛП, БАЗ. для конф. на базе «1С:Предприятия 7.7»",5325
3112,UP2-RTL15CL-MSSQL,"Переход на Mobile SMARTS: Магазин 15 с МДЛП, МЕГ. для баз данных на Microsoft SQL Server",11775
3113,UP2-RTL15CL-OLE,"Переход на Mobile SMARTS: Магазин 15 с МДЛП, МЕГ. для интегр. через OLE/COM",11775
3114,UP2-RTL15CL-REST,"Переход на Mobile SMARTS: Магазин 15 с МДЛП, МЕГ. для интегр. через REST API",11775
3115,UP2-RTL15CL-TXT,"Переход на Mobile SMARTS: Магазин 15 с МДЛП, МЕГ. для интегр. через TXT, CSV, Excel",10775
3116,UP2-RTL15CL-1C77,"Переход на Mobile SMARTS: Магазин 15 с МДЛП, МЕГ. для конф. на базе «1С:Предприятия 7.7»",11775
